Réf.,Libellé,Produit,Description,Quantité,Id de ligne,Produit,Nomenclature BOM,Description,Quantité,Poste de travail par défaut,Unité
BOM2504-0192,Kit PLA-XX-212 - Placage Hayon AR Haut,7988,,1.00000000,2547,5229,,,0.08000000,12,32
BOM2504-0192,Kit PLA-XX-212 - Placage Hayon AR Haut,7988,,1.00000000,2549,5371,,,0.17000000,1,32
BOM2504-0192,Kit PLA-XX-212 - Placage Hayon AR Haut,7988,,1.00000000,2550,5229,,,0.08000000,4,32
BOM2504-0193,Kit PLA-XB-401 ARD L2,7992,,1.00000000,2551,1887,,,2.40000000,0,13
BOM2504-0193,Kit PLA-XB-401 ARD L2,7992,,1.00000000,2552,5229,,,0.08000000,12,32
BOM2504-0193,Kit PLA-XB-401 ARD L2,7992,,1.00000000,2553,5374,,,10.00000000,0,28
BOM2504-0193,Kit PLA-XB-401 ARD L2,7992,,1.00000000,2554,5371,,,0.17000000,1,32
BOM2504-0193,Kit PLA-XB-401 ARD L2,7992,,1.00000000,2555,5229,,,0.08000000,4,32
BOM2504-0194,Kit PLA-XX-502 Placage Porte LAT D Bas,7993,,1.00000000,2556,1887,,,0.80000000,0,13
BOM2504-0194,Kit PLA-XX-502 Placage Porte LAT D Bas,7993,,1.00000000,2557,5229,,,0.08000000,12,32
BOM2504-0194,Kit PLA-XX-502 Placage Porte LAT D Bas,7993,,1.00000000,2558,5374,,,6.00000000,0,28
BOM2504-0194,Kit PLA-XX-502 Placage Porte LAT D Bas,7993,,1.00000000,2559,5371,,,0.17000000,1,32
BOM2504-0194,Kit PLA-XX-502 Placage Porte LAT D Bas,7993,,1.00000000,2560,5229,,,0.08000000,4,32
BOM2504-0195,Kit PLA-XX-503 Placage Porte LAT D Haut,7994,,1.00000000,2561,1887,,,0.70000000,0,13
BOM2504-0195,Kit PLA-XX-503 Placage Porte LAT D Haut,7994,,1.00000000,2562,5229,,,0.08000000,12,32
BOM2504-0195,Kit PLA-XX-503 Placage Porte LAT D Haut,7994,,1.00000000,2564,5371,,,0.17000000,1,32
BOM2504-0195,Kit PLA-XX-503 Placage Porte LAT D Haut,7994,,1.00000000,2565,5229,,,0.08000000,4,32
BOM2504-0196,Kit PLA-XX-703 Placage Porte LAT G Haut,7995,,1.00000000,2566,1887,,,0.70000000,0,13
BOM2504-0196,Kit PLA-XX-703 Placage Porte LAT G Haut,7995,,1.00000000,2567,5229,,,0.08000000,12,32
BOM2504-0196,Kit PLA-XX-703 Placage Porte LAT G Haut,7995,,1.00000000,2568,5371,,,0.17000000,1,32
BOM2504-0196,Kit PLA-XX-703 Placage Porte LAT G Haut,7995,,1.00000000,2569,5229,,,0.08000000,4,32
BOM2504-0197,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2570,1887,,,0.80000000,0,13
BOM2504-0197,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2571,5229,,,0.08000000,12,32
BOM2504-0197,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2572,5374,,,6.00000000,0,28
BOM2504-0197,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2573,5371,,,0.17000000,1,32
BOM2504-0197,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2574,5229,,,0.08000000,4,32
BOM2504-0198,Kit PLA-XX-601-602 Plaquage Montant,7997,,1.00000000,2575,1887,,,0.40000000,0,13
BOM2504-0198,Kit PLA-XX-601-602 Plaquage Montant,7997,,1.00000000,2576,5229,,,0.08000000,12,32
BOM2504-0198,Kit PLA-XX-601-602 Plaquage Montant,7997,,1.00000000,2577,5374,,,8.00000000,0,28
BOM2504-0198,Kit PLA-XX-601-602 Plaquage Montant,7997,,1.00000000,2578,5371,,,0.17000000,1,32
BOM2504-0198,Kit PLA-XX-601-602 Plaquage Montant,7997,,1.00000000,2579,5229,,,0.08000000,4,32
BOM2504-0199,Kit PLA-XA-401 ARD L1,7998,,1.00000000,2580,1887,,,1.70000000,0,13
BOM2504-0199,Kit PLA-XA-401 ARD L1,7998,,1.00000000,2581,5229,,,0.08000000,12,32
BOM2504-0199,Kit PLA-XA-401 ARD L1,7998,,1.00000000,2582,5374,,,10.00000000,0,28
BOM2504-0199,Kit PLA-XA-401 ARD L1,7998,,1.00000000,2583,5371,,,0.17000000,1,32
BOM2504-0199,Kit PLA-XA-401 ARD L1,7998,,1.00000000,2584,5229,,,0.08000000,4,32
BOM2504-0200,Kit PLA-XA-301 ARG L1,7999,,1.00000000,2585,1887,,,1.70000000,0,13
BOM2504-0200,Kit PLA-XA-301 ARG L1,7999,,1.00000000,2586,5229,,,0.08000000,12,32
BOM2504-0200,Kit PLA-XA-301 ARG L1,7999,,1.00000000,2587,5374,,,10.00000000,0,28
BOM2504-0200,Kit PLA-XA-301 ARG L1,7999,,1.00000000,2588,5371,,,0.17000000,1,32
BOM2504-0200,Kit PLA-XA-301 ARG L1,7999,,1.00000000,2589,5229,,,0.08000000,4,32
BOM2504-0201,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2610,1887,,,0.80000000,0,13
BOM2504-0201,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2611,5229,,,0.08000000,12,32
BOM2504-0201,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2612,5374,,,6.00000000,0,28
BOM2504-0201,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2613,5371,,,0.17000000,1,32
BOM2504-0201,Kit PLA-XX-702 Placage Porte LAT G Bas,7996,,1.00000000,2614,5229,,,0.08000000,4,32
